eventid,time,latitude,longitude,country,depth,magnitude
usp000fq8z,1192031515600,-38.29,176.42,"22 km SE of Rotorua, New Zealand",155.0,5.1
usp000fq8r,1192019136670,9.702,91.8,"240 km SSW of Port Blair, India",36.6,5.2
usp000fq8k,1192015286560,-26.139,179.618,south of the Fiji Islands,497.6,5.4
usp000fq7w,1191993537160,-25.153,179.803,south of the Fiji Islands,502.2,5.2
usp000fq7u,1191989515400,13.394,145.478,"65 km ESE of Yigo Village, Guam",49.3,5.3
usp000fq7q,1191981057840,-15.379,-173.169,"92 km NE of Hihifo, Tonga",10.0,5.4
usp000fq7f,1191975556790,-1.735,99.48,"130 km SW of Padang, Indonesia",27.3,5.9
usp000fq7d,1191975315740,43.767,-127.87,"289 km WNW of Bandon, Oregon",10.0,5.0
usp000fq6u,1191945642590,42.927,77.868,"46 km WNW of Tyup, Kyrgyzstan",19.2,5.0
usp000fq6r,1191942221210,-4.808,152.892,"86 km SE of Kokopo, Papua New Guinea",39.0,6.0
usp000fq66,1191920250920,-10.945,162.224,"63 km SSE of Kirakira, Solomon Islands",60.8,5.4
usp000fq64,1191914717010,19.065,121.118,"50 km N of Namuac, Philippines",38.8,5.3
usp000fq63,1191914542620,-54.679,1.011,Bouvet Island region,10.0,5.2
usp000fq62,1191912071580,38.552,-30.358,"115 km SE of Lajes das Flores, Portugal",10.0,5.0
usp000fq5y,1191900156750,-6.593,71.532,Chagos Archipelago region,10.0,5.4
usp000fq5s,1191894743660,-13.573,-76.12,"10 km NNE of San Clemente, Peru",49.6,5.0
usp000fq4z,1191868673700,-20.706,-177.398,"232 km WNW of Haveluloto, Tonga",337.5,5.7
usp000fq4v,1191863435430,43.553,146.748,"27 km S of Shikotan, Russia",41.0,5.8
usp000fq3s,1191831521810,-42.01,-16.245,southern Mid-Atlantic Ridge,10.0,5.1
usp000fq3q,1191829273230,-26.811,-107.159,"228 km E of Hanga Roa, Chile",10.0,5.0
usp000fq3b,1191813125190,-3.759,150.219,"145 km SSW of Kavieng, Papua New Guinea",10.0,5.0
usp000fq2n,1191781843220,12.189,125.538,"3 km ENE of San Policarpo, Philippines",99.0,5.1
usp000fq27,1191764166150,35.567,140.505,"8 km ESE of Narut?, Japan",57.9,5.0
usp000fq1u,1191746050250,-0.413,-91.278,"69 km NNW of Puerto Villamil, Ecuador",10.0,5.2
usp000fq0b,1191674329170,18.73,147.148,Mariana Islands region,20.0,6.1
usp000fpzd,1191639816270,-23.244,-177.181,south of the Fiji Islands,139.9,5.3
usp000fpz9,1191638236050,-11.976,165.86,"138 km S of Lata, Solomon Islands",43.6,5.1
usp000fpyp,1191616143580,-13.612,-76.984,"82 km WNW of Paracas, Peru",26.6,5.1
usp000fpxn,1191577135650,19.222,-108.29,Revilla Gigedo Islands region,10.0,5.4
usp000fpxk,1191576156420,-4.376,101.337,"121 km WSW of Bengkulu, Indonesia",35.0,5.1
usp000fpxf,1191568672810,-25.189,179.459,south of the Fiji Islands,509.4,6.5
usp000fpx6,1191557892180,-42.6,-82.856,West Chile Rise,5.1,5.1
usp000fpx5,1191557832270,-16.775,-177.388,"283 km SSE of Alo, Wallis and Futuna",10.0,5.0
gcmtc200710050352a,1191556344000,-15.25,-175.25,"174 km WNW of Hihifo, Tonga",10.0,5.1
usp000fpwz,1191556332070,-15.239,-174.245,"92 km NNW of Hihifo, Tonga",10.0,5.1
usp000fpve,1191508115690,-8.285,116.811,"28 km NE of Labuan Lombok, Indonesia",10.0,5.7
usp000fpv9,1191501631130,2.543,92.903,off the west coast of northern Sumatra,35.0,6.2
usp000fpuk,1191473284690,27.923,139.559,"Bonin Islands, Japan region",502.9,5.0
usp000fpu4,1191454569250,-21.538,168.28,"41 km E of Tadine, New Caledonia",10.0,5.3
usp000fptm,1191438910800,-42.16,172.88,"85 km S of Wakefield, New Zealand",70.0,5.4
usp000fpth,1191434583920,-48.655,164.622,off the west coast of the South Island of New Zealand,7.1,5.2
ak007coop60s,1191420372444,58.2824,-151.2868,"82 km ENE of Ouzinkie, Alaska",45.5,5.2
usp000fpsh,1191402911890,51.675,-175.521,"79 km ESE of Adak, Alaska",65.3,5.0
usp000fpru,1191382376540,-48.724,164.698,off the west coast of the South Island of New Zealand,17.4,5.1
usp000fprq,1191378350500,51.519,-178.402,"128 km WSW of Adak, Alaska",68.6,5.0
usp000fprk,1191375805680,-48.635,164.658,off the west coast of the South Island of New Zealand,10.0,5.1
ak007cn51erd,1191358659456,54.1696,-161.3657,"116 km SSE of King Cove, Alaska",42.2,5.1
usp000fpr3,1191358653650,54.503,-161.579,"78 km SE of King Cove, Alaska",30.0,5.4
usp000fpqz,1191350790050,10.404,145.916,south of the Mariana Islands,10.0,5.0
usp000fpqt,1191348234970,54.417,-161.703,"81 km SSE of King Cove, Alaska",47.3,5.6
usp000fpqs,1191348006870,54.511,-161.708,"72 km SSE of King Cove, Alaska",32.0,6.3
usp000fpqp,1191345284710,10.412,145.81,south of the Mariana Islands,10.0,5.1
usp000fpqk,1191342886620,57.487,-33.03,Reykjanes Ridge,10.0,5.3
usp000fpqb,1191339506360,-25.847,-70.574,"49 km S of Taltal, Chile",28.6,5.2
usp000fpqa,1191339181610,-25.85,-70.555,"49 km S of Taltal, Chile",29.8,5.0
usp000fpq8,1191335998860,-1.853,99.779,"118 km SSW of Padang, Indonesia",35.0,5.1
usp000fppt,1191315991840,13.439,40.828,"108 km WSW of Edd, Eritrea",10.0,5.0
usp000fppp,1191307893390,-48.013,165.008,"293 km SW of Riverton, New Zealand",10.0,5.1
usp000fppk,1191300350120,10.501,140.14,"91 km NNW of Fais, Micronesia",10.0,5.0
usp000fppe,1191296618910,-4.24,101.212,"126 km WSW of Bengkulu, Indonesia",22.0,5.9
usp000fpp4,1191280606180,10.405,145.664,south of the Mariana Islands,37.9,5.3
usp000fpnd,1191255597760,-49.263,163.659,"Auckland Islands, New Zealand region",10.0,5.0
usp000fpn4,1191249712060,17.383,-94.204,"16 km NNE of Helio García Alfaro, Mexico",156.9,5.3
usp000fpn2,1191247413750,4.089,96.585,"51 km E of Meulaboh, Indonesia",35.0,5.0
usp000fpn0,1191246624740,-3.158,148.223,"163 km SE of Lorengau, Papua New Guinea",10.0,5.9
usp000fpmz,1191246547430,-3.102,148.296,"164 km SE of Lorengau, Papua New Guinea",10.0,5.1
usp000fpmw,1191245726690,-49.103,164.175,"Auckland Islands, New Zealand region",10.0,5.0
usp000fpm8,1191233178360,22.833,142.552,"Volcano Islands, Japan region",169.9,5.1
usp000fpjw,1191183095070,-14.986,-175.12,"177 km NW of Hihifo, Tonga",35.0,5.3
usp000fpja,1191164538280,10.516,145.585,south of the Mariana Islands,24.2,5.5
usp000fphp,1191145671970,-49.138,164.11,"Auckland Islands, New Zealand region",18.0,6.6
usp000fphe,1191141308200,10.53,145.553,south of the Mariana Islands,10.0,5.3
usp000fpgq,1191129814070,-49.271,164.115,"Auckland Islands, New Zealand region",10.0,7.4
usp000fpga,1191119808510,10.521,145.726,south of the Mariana Islands,10.0,5.0
usp000fpg6,1191118110170,10.454,145.718,south of the Mariana Islands,14.0,6.9
usp000fpfy,1191109081210,-21.463,170.956,"275 km SE of Isangel, Vanuatu",10.0,5.1
usp000fpf5,1191086698620,-21.096,169.269,"152 km ENE of Tadine, New Caledonia",10.0,5.6
usp000fpf0,1191082206710,-28.522,-176.966,Kermadec Islands region,35.0,5.2
usp000fpey,1191080994000,-21.14,169.281,"152 km ENE of Tadine, New Caledonia",10.0,5.0
usp000fpeu,1191080204540,-21.158,169.243,"147 km ENE of Tadine, New Caledonia",10.0,5.7
usp000fped,1191071558700,-37.78,176.83,"22 km N of Edgecumbe, New Zealand",2.0,5.0
usp000fpdt,1191048154580,5.977,127.474,"149 km ESE of Pondaguitan, Philippines",24.8,5.5
usp000fpdq,1191044227260,2.9,95.523,"106 km WNW of Sinabang, Indonesia",35.0,6.0
usp000fpdp,1191043962010,2.915,95.533,"105 km WNW of Sinabang, Indonesia",20.0,5.7
usp000fpck,1190995339130,-21.431,169.226,"140 km E of Tadine, New Caledonia",10.0,5.1
usp000fpca,1190986737880,22.013,142.668,"Volcano Islands, Japan region",260.0,7.5
usp000fpc3,1190979861650,-19.905,-178.243,Fiji region,548.1,5.0
usp000fpc1,1190978199150,-21.329,169.141,"132 km E of Tadine, New Caledonia",10.0,5.9
usp000fpc0,1190977960510,-21.402,169.193,"137 km E of Tadine, New Caledonia",10.0,5.8
usp000fpbs,1190976035220,-21.53,169.259,"142 km E of Tadine, New Caledonia",10.0,5.2
usp000fpbq,1190974338030,-21.168,169.408,"163 km ENE of Tadine, New Caledonia",10.0,5.0
usp000fpb8,1190967682140,-21.238,169.407,"161 km ENE of Tadine, New Caledonia",10.0,5.5
usp000fpaf,1190947201670,12.378,141.921,Mariana Islands region,37.2,5.5
usp000fpad,1190946983370,-21.049,169.305,"157 km ENE of Tadine, New Caledonia",10.0,5.0
usp000fpa8,1190946004030,-21.251,169.394,"160 km ENE of Tadine, New Caledonia",10.0,5.1
usp000fpa3,1190944893760,-21.138,169.325,"156 km ENE of Tadine, New Caledonia",10.0,5.0
usp000fpa0,1190944259840,-21.246,169.403,"161 km ENE of Tadine, New Caledonia",10.0,5.5
usp000fp9v,1190943842960,-21.901,169.342,"156 km ESE of Tadine, New Caledonia",10.0,5.3
usp000fp9t,1190943351970,-21.133,169.373,"161 km ENE of Tadine, New Caledonia",10.0,6.5
usp000fp9q,1190942715500,-21.074,169.323,"158 km ENE of Tadine, New Caledonia",10.0,5.4
usp000fp9d,1190941309180,-21.207,169.362,"158 km ENE of Tadine, New Caledonia",12.0,6.3
usp000fp9b,1190940287120,-21.28,169.26,"146 km ENE of Tadine, New Caledonia",10.0,5.7
usp000fp8u,1190931010310,-21.096,169.242,"149 km ENE of Tadine, New Caledonia",10.0,5.0
usp000fp8t,1190930472660,-21.29,169.37,"157 km E of Tadine, New Caledonia",10.0,5.4
usp000fp8n,1190928417910,-21.172,169.186,"141 km ENE of Tadine, New Caledonia",10.0,5.3
usp000fp8j,1190927133140,-21.207,169.388,"160 km ENE of Tadine, New Caledonia",10.0,5.5
usp000fp8h,1190926925240,-21.302,169.433,"163 km E of Tadine, New Caledonia",10.0,5.0
usp000fp8f,1190926040450,-21.192,169.26,"148 km ENE of Tadine, New Caledonia",10.0,5.2
usp000fp8b,1190924758930,-21.203,169.309,"153 km ENE of Tadine, New Caledonia",10.0,5.3
usp000fp89,1190923867960,-21.27,169.474,"168 km E of Tadine, New Caledonia",10.0,5.0
usp000fp87,1190923446320,-21.334,169.336,"152 km E of Tadine, New Caledonia",10.0,5.1
usp000fp86,1190923255860,-21.164,169.214,"144 km ENE of Tadine, New Caledonia",10.0,5.2
usp000fp85,1190923064000,-21.103,169.283,"153 km ENE of Tadine, New Caledonia",9.0,6.1
usp000fp77,1190888308800,-13.88,66.048,Mid-Indian Ridge,10.0,5.0
usp000fp6z,1190880463340,-3.486,100.839,"162 km WNW of Bengkulu, Indonesia",35.0,5.0
usp000fp5v,1190831974820,-7.074,-11.713,Ascension Island region,10.0,5.6
usp000fp5u,1190831770570,-1.832,99.46,"139 km SW of Padang, Indonesia",24.4,5.1
usp000fp5m,1190821381440,-1.787,99.488,"133 km SW of Padang, Indonesia",26.0,6.1
usp000fp5g,1190817603340,-5.266,153.654,"184 km ESE of Kokopo, Papua New Guinea",35.0,5.3
usp000fp5a,1190810996590,-5.024,153.626,"168 km ESE of Kokopo, Papua New Guinea",35.0,5.6
usp000fp59,1190810186890,-4.99,153.5,"154 km ESE of Kokopo, Papua New Guinea",40.0,6.8
usp000fp57,1190804056000,-39.54,178.5,"107 km SSE of Gisborne, New Zealand",21.0,5.0
usp000fp4n,1190781797610,-3.918,-79.208,"8 km N of Loja, Ecuador",99.8,5.9
usp000fp3y,1190757298120,7.941,126.54,"11 km ESE of Santa Maria, Philippines",78.8,5.0
usp000fp2p,1190708824470,-1.774,100.46,"91 km S of Padang, Indonesia",35.0,5.3
usp000fp2e,1190697361120,-30.965,179.998,Kermadec Islands region,416.7,6.2
usp000fp1t,1190669148120,-4.413,101.299,"126 km WSW of Bengkulu, Indonesia",35.0,5.0
usp000fp1m,1190660797900,-19.531,-68.539,"184 km S of Curahuara de Carangas, Bolivia",51.7,5.1
usp000fp1g,1190658847940,-9.09,-79.388,"82 km W of Puerto Santa, Peru",59.3,5.0
usp000fp1a,1190655329110,-5.875,105.572,"60 km SE of Bandar Lampung, Indonesia",35.0,5.0
usp000fp0z,1190636790960,-4.385,101.465,"109 km SW of Bengkulu, Indonesia",35.0,5.3
usp000fp0w,1190634906260,-11.774,166.182,"123 km SSE of Lata, Solomon Islands",35.0,5.6
usp000fp0t,1190632380280,-11.827,166.1,"126 km SSE of Lata, Solomon Islands",43.1,5.0
usp000fp0q,1190629758030,9.328,126.659,"51 km E of Cortes, Philippines",39.3,5.0
usp000fp0n,1190627467010,-1.573,100.07,"75 km SSW of Padang, Indonesia",35.0,5.4
usp000fp0m,1190626413760,-15.337,167.844,"75 km ENE of Luganville, Vanuatu",10.0,5.0
usp000fp0g,1190621725180,-3.155,100.362,"166 km SW of Sungai Penuh, Indonesia",18.0,5.7
usp000fp07,1190612530740,-3.007,101.381,"105 km S of Sungai Penuh, Indonesia",35.0,5.0
usp000fp03,1190608932440,-7.611,122.537,"117 km NNE of Maumere, Indonesia",23.8,5.1
usp000fp01,1190604107550,9.187,126.492,"33 km NE of La Paz, Philippines",37.5,5.0
usp000fnzy,1190600744630,-12.686,-71.316,"17 km NNE of Salvación, Peru",27.9,5.1
usp000fnzk,1190589846630,-3.609,100.833,"160 km W of Bengkulu, Indonesia",39.8,5.0
usp000fnz9,1190586466600,-3.596,100.835,"160 km W of Bengkulu, Indonesia",26.7,5.1
usp000fnz8,1190586237290,-3.682,100.846,"158 km W of Bengkulu, Indonesia",35.0,5.4
usp000fnyh,1190556823900,-2.135,99.935,"139 km SSW of Padang, Indonesia",28.4,5.5
usp000fnxd,1190508869600,35.27,27.12,"24 km SE of Fry, Greece",24.0,5.3
usp000fnw8,1190461479330,5.759,-77.437,"19 km WNW of Nuquí, Colombia",24.3,5.0
usp000fnw7,1190458964210,-2.003,99.939,"125 km SSW of Padang, Indonesia",35.0,5.3
usp000fnw2,1190452790470,-3.816,-103.672,central East Pacific Rise,10.0,5.1
usp000fnw1,1190449796300,-3.847,-103.753,central East Pacific Rise,10.0,5.3
usp000fnw0,1190448219600,-4.337,101.057,"146 km WSW of Bengkulu, Indonesia",28.8,5.0
usp000fnvz,1190448063460,-45.913,-76.276,"273 km W of Puerto Chacabuco, Chile",10.0,5.5
usp000fnvy,1190448018940,24.855,125.267,"6 km NNW of Hirara, Japan",54.4,5.1
usp000fnvw,1190443970260,2.258,126.768,"150 km WNW of Tobelo, Indonesia",34.8,5.0
usp000fnvv,1190442927230,42.876,-31.873,Azores Islands region,10.0,5.2
usp000fnvp,1190433577570,13.033,124.518,"41 km E of Bagacay, Philippines",48.9,5.1
usp000fnup,1190387512140,-47.538,-13.674,southern Mid-Atlantic Ridge,10.0,5.0
usp000fnud,1190381589620,-2.181,99.53,"164 km SW of Padang, Indonesia",25.0,5.1
usp000fnt8,1190328871480,35.185,140.832,"40 km E of ?hara, Japan",44.8,5.0
usp000fnsq,1190308125510,51.658,178.785,"Rat Islands, Aleutian Islands, Alaska",69.3,5.0
usp000fns3,1190280558100,-10.378,117.006,"201 km SSE of Praya, Indonesia",35.0,5.7
usp000fnrx,1190277074490,-1.999,100.141,"118 km SSW of Padang, Indonesia",30.0,6.7
usp000fnrt,1190273438150,-16.035,-73.726,"22 km NNW of Atico, Peru",58.3,5.1
usp000fnrb,1190259069720,19.245,121.258,"70 km N of Namuac, Philippines",37.4,5.3
usp000fnr9,1190255047160,-58.551,149.042,west of Macquarie Island,8.2,5.3
usp000fnr2,1190249419390,-4.303,101.229,"127 km WSW of Bengkulu, Indonesia",27.1,5.0
usp000fnqx,1190244734230,-4.628,131.363,"189 km NW of Tual, Indonesia",40.2,5.4
usp000fnq7,1190222206270,-32.243,-13.922,southern Mid-Atlantic Ridge,10.0,5.4
usp000fnpm,1190204424730,-46.563,118.671,south of Australia,10.0,5.0
usp000fnpk,1190203041510,50.258,-177.549,"190 km SSW of Adak, Alaska",17.1,5.1
usp000fnns,1190186870700,-2.746,100.892,"94 km SW of Sungai Penuh, Indonesia",35.0,6.0
usp000fnmc,1190140460850,-16.469,178.382,"104 km W of Labasa, Fiji",10.0,5.1
usp000fnkf,1190109832130,0.128,97.715,"214 km SSW of Sibolga, Indonesia",25.0,5.1
usp000fnkc,1190106110720,19.973,93.666,"82 km ESE of Sittwe, Myanmar",32.2,5.1
usp000fnkb,1190104892780,-3.259,101.348,"118 km WNW of Bengkulu, Indonesia",35.0,5.6
usp000fnk4,1190097132310,-4.041,101.027,"140 km W of Bengkulu, Indonesia",25.2,5.0
usp000fnk3,1190095859440,-15.421,179.888,"125 km NNE of Labasa, Fiji",37.7,5.5
usp000fnjn,1190071660390,0.29,125.821,"151 km SE of Tondano, Indonesia",62.6,5.2
usp000fnhq,1190044540900,-3.645,100.767,"167 km W of Bengkulu, Indonesia",25.4,5.1
usp000fnhj,1190039509070,5.65,125.914,"42 km SE of Caburan, Philippines",108.3,5.1
usp000fnh8,1190029932310,-18.295,-175.503,"165 km WNW of Neiafu, Tonga",263.0,5.3
usp000fnh7,1190026663120,-8.835,-74.518,"22 km ESE of Honoria, Peru",142.7,5.2
usp000fnh2,1190016260910,24.453,-109.953,"49 km NE of La Paz, Mexico",10.0,5.0
ak007by31ab8,1190008545487,52.9846,169.0675,"277 km W of Attu Station, Alaska",2.5,5.4
usp000fngx,1190008544690,54.127,169.233,"298 km WNW of Attu Station, Alaska",10.0,5.4
usp000fngr,1190003251680,-6.563,147.517,"36 km W of Finschhafen, Papua New Guinea",68.3,5.1
usp000fnga,1189989322710,54.136,169.208,"Komandorskiye Ostrova, Russia region",20.2,5.3
usp000fng8,1189988191620,24.489,-109.85,"59 km NE of La Paz, Mexico",10.0,5.4
usp000fnft,1189977408310,47.136,155.629,east of the Kuril Islands,19.4,5.0
usp000fnfn,1189975389500,54.527,161.427,"165 km SE of Atlasovo, Russia",41.2,5.0
usp000fnf1,1189956093530,-22.739,-175.871,"182 km SSW of ‘Ohonua, Tonga",35.0,5.0
usp000fnes,1189951307680,-11.812,42.082,"128 km W of Mavingouni, Comoros",3.1,5.0
usp000fnen,1189942663990,-2.834,101.203,"88 km SSW of Sungai Penuh, Indonesia",35.0,5.3
usp000fnec,1189933819810,-2.72,101.174,"77 km SSW of Sungai Penuh, Indonesia",35.0,5.2
usp000fndp,1189915249340,-15.315,-173.401,"82 km NNE of Hihifo, Tonga",10.0,5.2
usp000fnde,1189909244630,20.279,146.491,Mariana Islands region,24.8,5.0
usp000fnda,1189905338940,-2.763,101.106,"84 km SSW of Sungai Penuh, Indonesia",38.3,5.2
usp000fnce,1189880947600,-1.8,99.538,"130 km SW of Padang, Indonesia",30.9,5.0
usp000fncd,1189880858930,-1.762,99.725,"113 km SW of Padang, Indonesia",35.0,5.0
usp000fnc9,1189879181890,14.828,-87.12,"6 km SSE of Marale, Honduras",32.8,5.3
usp000fnbx,1189868686330,-2.796,101.244,"83 km SSW of Sungai Penuh, Indonesia",35.0,5.0
usp000fnbw,1189867529180,-2.788,101.19,"83 km SSW of Sungai Penuh, Indonesia",35.0,5.5
usp000fnbs,1189866419600,-4.234,101.223,"125 km WSW of Bengkulu, Indonesia",35.0,5.0
usp000fnbr,1189864689560,-8.8,146.934,"78 km NNW of Port Moresby, Papua New Guinea",10.0,5.2
usp000fnbp,1189863374310,-8.775,146.99,"79 km NNW of Port Moresby, Papua New Guinea",10.0,5.2
usp000fnb8,1189856075920,-11.919,165.935,"132 km S of Lata, Solomon Islands",35.0,5.1
usp000fnb7,1189852248970,17.58,-94.445,"17 km NNE of Niños Héroes, Mexico",147.2,5.4
usp000fnax,1189841402040,2.737,66.142,Carlsberg Ridge,10.0,5.0
usp000fna8,1189822888940,-20.244,169.043,"81 km SSW of Isangel, Vanuatu",31.9,5.6
usp000fna5,1189820466540,-2.844,100.247,"154 km SW of Sungai Penuh, Indonesia",35.1,5.0
usp000fn9v,1189813475210,-11.982,165.871,"139 km S of Lata, Solomon Islands",35.0,5.0
usp000fn8p,1189779318870,-4.228,101.202,"127 km WSW of Bengkulu, Indonesia",35.0,5.1
usp000fn8j,1189775268260,-3.003,102.351,"55 km NNW of Curup, Indonesia",35.0,5.3
usp000fn8a,1189770690190,-23.645,179.68,south of the Fiji Islands,552.4,5.9
usp000fn7s,1189750094660,19.881,121.338,"91 km SW of Basco, Philippines",27.5,5.3
usp000fn7r,1189749796530,-4.416,100.953,"160 km WSW of Bengkulu, Indonesia",25.3,5.8
usp000fn7p,1189749692270,-4.075,101.169,"125 km WSW of Bengkulu, Indonesia",23.0,6.4
usp000fn7n,1189748805700,-15.464,-176.184,"241 km S of Mata-Utu, Wallis and Futuna",35.0,5.7
usp000fn7g,1189742624340,-2.147,100.117,"135 km SSW of Padang, Indonesia",29.0,5.2
usp000fn78,1189739234700,-2.919,101.145,"99 km SSW of Sungai Penuh, Indonesia",40.0,5.1
usp000fn6y,1189731725350,-3.783,101.833,"48 km W of Bengkulu, Indonesia",26.8,5.4
usp000fn6m,1189725152200,-2.836,101.232,"88 km SSW of Sungai Penuh, Indonesia",35.0,5.0
usp000fn65,1189713998920,-57.625,-147.303,Pacific-Antarctic Ridge,10.0,6.0
usp000fn5t,1189708239900,-2.423,99.881,"171 km SSW of Padang, Indonesia",41.2,5.0
usp000fn5h,1189702764910,-2.234,99.947,"149 km SSW of Padang, Indonesia",30.3,5.5
usp000fn5c,1189699756870,-3.172,101.524,"107 km NW of Bengkulu, Indonesia",53.0,6.0
usp000fn56,1189696134680,-4.297,101.272,"123 km WSW of Bengkulu, Indonesia",24.7,5.2
usp000fn4z,1189691038940,-2.918,100.267,"157 km SW of Sungai Penuh, Indonesia",35.0,5.1
usp000fn4x,1189689014420,-2.749,100.974,"89 km SSW of Sungai Penuh, Indonesia",17.2,5.5
usp000fn4t,1189685583990,-3.585,100.846,"159 km W of Bengkulu, Indonesia",35.0,5.1
usp000fn4q,1189683268560,-2.565,100.492,"114 km WSW of Sungai Penuh, Indonesia",35.0,5.0
usp000fn4m,1189680472880,-3.432,101.659,"78 km WNW of Bengkulu, Indonesia",35.0,5.1
usp000fn4c,1189676925130,3.801,126.342,"202 km SSE of Sarangani, Philippines",26.0,6.3
usp000fn49,1189675298850,-2.146,99.821,"145 km SSW of Padang, Indonesia",35.0,5.3
usp000fn3z,1189665442700,14.239,-60.386,"58 km ESE of Le Marin, Martinique",71.6,5.0
usp000fn3y,1189665172510,-1.941,99.513,"144 km SW of Padang, Indonesia",34.2,5.2
usp000fn3x,1189664934140,-1.98,99.516,"147 km SW of Padang, Indonesia",28.4,5.0
usp000fn3t,1189662808530,-3.701,100.843,"158 km W of Bengkulu, Indonesia",35.0,5.0
usp000fn3q,1189662258970,-3.723,100.688,"175 km W of Bengkulu, Indonesia",28.9,5.0
usp000fn3n,1189661003230,-1.724,99.635,"117 km SW of Padang, Indonesia",32.4,5.5
usp000fn3f,1189656373670,-1.608,99.644,"107 km SW of Padang, Indonesia",29.2,5.1
usp000fn3e,1189654939090,-1.978,99.64,"138 km SW of Padang, Indonesia",35.0,5.1
usp000fn3d,1189654528720,-2.13,99.627,"153 km SSW of Padang, Indonesia",22.0,7.0
usp000fn37,1189651893890,-2.044,99.794,"136 km SSW of Padang, Indonesia",28.9,5.4
usp000fn34,1189650603300,-1.689,99.668,"Kepulauan Mentawai region, Indonesia",28.9,6.5
usp000fn2y,1189648547860,-3.823,101.752,"57 km W of Bengkulu, Indonesia",30.6,5.0
usp000fn2x,1189648147440,-2.199,99.467,"169 km SW of Padang, Indonesia",24.5,5.1
usp000fn2v,1189647488440,-1.875,99.716,"124 km SW of Padang, Indonesia",29.9,5.1
usp000fn2u,1189646794420,-1.9,99.816,"120 km SSW of Padang, Indonesia",16.6,5.7
usp000fn2m,1189644556070,-43.924,-16.282,southern Mid-Atlantic Ridge,10.0,5.3
usp000fn2j,1189643503140,-2.561,100.317,"131 km WSW of Sungai Penuh, Indonesia",35.0,5.2
usp000fn2f,1189642550290,-2.304,99.431,"181 km SW of Padang, Indonesia",14.0,5.2
usp000fn2d,1189642142990,-1.893,99.572,"135 km SW of Padang, Indonesia",35.0,5.0
usp000fn2b,1189640943720,-2.625,100.841,"87 km SW of Sungai Penuh, Indonesia",35.0,7.9
usp000fn29,1189639186990,-4.01,100.999,"142 km W of Bengkulu, Indonesia",26.7,5.1
usp000fn24,1189635441550,-2.802,100.906,"98 km SSW of Sungai Penuh, Indonesia",35.0,5.1
usp000fn1z,1189634546660,-4.429,101.402,"118 km SW of Bengkulu, Indonesia",28.4,5.1
